"subject_ID"	"Activity_label"	"variable"	"average"
"331"	9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.555656544538194
"332"	9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.5758878952125
"333"	9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.506111776081806
"334"	9	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.958784666180556
"335"	9	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.949938115208333
"336"	9	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.920554317815972
"337"	9	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.578305161360069
"338"	9	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.678923872274306
"339"	9	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.721610094569444
"340"	9	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.676452392569444
"341"	9	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.670498220701389
"342"	9	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.587557692291458
"343"	9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.7617108665625
"344"	9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.773273878854167
"345"	9	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.744656038298611
"346"	9	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.553038255314792
"347"	9	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.553038255314792
"348"	9	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.608862145384722
"349"	9	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.663198385034722
"350"	9	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.786176892048611
"351"	9	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.547995744907986
"352"	9	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.586766083232639
"353"	9	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.501074006965903
"354"	9	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.572819893733993
"355"	9	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.679065855003472
"356"	9	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.739139922708333
"357"	9	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.690689895534722
"358"	9	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.667203220760417
"359"	9	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.619468634127778
"360"	9	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.624456827182986
"361"	9	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.611619343190972
"362"	9	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.697729432621528
"363"	9	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.801296292638889
"364"	10	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-X"	-0.425216183982906
"365"	10	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.386704550776068
"366"	10	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.523113372540812
"367"	10	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-X"	-0.964245853333333
"368"	10	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Y"	-0.95273087965812
"369"	10	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Z"	-0.929729024405983
"370"	10	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-X"	-0.414395232038462
"371"	10	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Y"	-0.431961308787137
"372"	10	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Z"	-0.690604755970085
"373"	10	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-X"	-0.597873796746581
"374"	10	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Y"	-0.492482432210256
"375"	10	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Z"	-0.505981516216239
"376"	10	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-X"	-0.632669178589744
"377"	10	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.713441119059829
"378"	10	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.611026435705128
"379"	10	"WALKING_DOWNSTAIRS"	"tBodyAccMag-std()"	-0.44358190387041
"380"	10	"WALKING_DOWNSTAIRS"	"tGravityAccMag-std()"	-0.44358190387041
"381"	10	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-std()"	-0.416276937898718
"382"	10	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-std()"	-0.541830959732991
"383"	10	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-std()"	-0.714863988119658
"384"	10	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-X"	-0.429098457335897
"385"	10	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Y"	-0.430554427691538
"386"	10	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Z"	-0.537241875010256
"387"	10	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-X"	-0.444119132470983
"388"	10	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Y"	-0.451626571504701
"389"	10	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Z"	-0.726013573974359
"390"	10	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-X"	-0.621040868816239
"391"	10	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Y"	-0.460535897286325
"392"	10	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Z"	-0.565036981154701
"393"	10	"WALKING_DOWNSTAIRS"	"fBodyAccMag-std()"	-0.552739646816667
"394"	10	"WALKING_DOWNSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.446280697635769
"395"	10	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroMag-std()"	-0.593770651726496
"396"	10	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.737951108418803
"397"	10	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.976914667166667
"398"	10	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.929141091633333
"399"	10	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.972264913
"400"	10	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.9719009915
"401"	10	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.961517524833333
"402"	10	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.973718302333333
"403"	10	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.977836345
"404"	10	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.962510329833333
"405"	10	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.9852148295
"406"	10	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.970429545833333
"407"	10	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.976850974833333
"408"	10	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.957569497
"409"	10	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.978483352166667
"410"	10	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.983924353
"411"	10	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.982318139166667
"412"	10	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.942239747
"413"	10	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.942239747
"414"	10	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.970288294833333
"415"	10	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.946460267166667
"416"	10	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.979257408333333
"417"	10	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.978249844833333
"418"	10	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.928300078783333
"419"	10	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.971528370666667
"420"	10	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.979612429166667
"421"	10	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.964387826
"422"	10	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.9864711005
"423"	10	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.971946495
"424"	10	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.977034021833333
"425"	10	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.961499603833333
"426"	10	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.946976321166667
"427"	10	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.969339341333333
"428"	10	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.94776606
"429"	10	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.978997537333333
"430"	11	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.58947649779557
"431"	11	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.490379346996835
"432"	11	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.665324314227848
"433"	11	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.975394457689873
"434"	11	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.957138770727848
"435"	11	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.956812000411392
"436"	11	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.659323083055063
"437"	11	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.608784226719937
"438"	11	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.842511816044304
"439"	11	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.739922126628797
"440"	11	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.703501766487342
"441"	11	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.725016008797468
"442"	11	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.781738140601266
"443"	11	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.868377254082279
"444"	11	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.795490882468354
"445"	11	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.612882270912658
"446"	11	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.612882270912658
"447"	11	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.664241760370253
"448"	11	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.696771378957911
"449"	11	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.866905012626582
"450"	11	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.579491754749367
"451"	11	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.502570240243354
"452"	11	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.652095671108544
"453"	11	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.672195644346519
"454"	11	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.609444998247785
"455"	11	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.858259630601266
"456"	11	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.751758277167721
"457"	11	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.670892713066772
"458"	11	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.75596062835443
"459"	11	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.674470159009494
"460"	11	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.676925075857595
"461"	11	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.711267219682278
"462"	11	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.879254016740506
"463"	12	"SITTING"	"tBodyAcc-std()-X"	-0.508665196767164
"464"	12	"SITTING"	"tBodyAcc-std()-Y"	-0.401357613464179
"465"	12	"SITTING"	"tBodyAcc-std()-Z"	-0.722443639029851
"466"	12	"SITTING"	"tGravityAcc-std()-X"	-0.973039656865672
"467"	12	"SITTING"	"tGravityAcc-std()-Y"	-0.961684570149254
"468"	12	"SITTING"	"tGravityAcc-std()-Z"	-0.956887170522388
"469"	12	"SITTING"	"tBodyAccJerk-std()-X"	-0.487513853589552
"470"	12	"SITTING"	"tBodyAccJerk-std()-Y"	-0.441798499370224
"471"	12	"SITTING"	"tBodyAccJerk-std()-Z"	-0.813044700746269
"472"	12	"SITTING"	"tBodyGyro-std()-X"	-0.677307561997761
"473"	12	"SITTING"	"tBodyGyro-std()-Y"	-0.680398804104478
"474"	12	"SITTING"	"tBodyGyro-std()-Z"	-0.699245741395522
"475"	12	"SITTING"	"tBodyGyroJerk-std()-X"	-0.623189590291045
"476"	12	"SITTING"	"tBodyGyroJerk-std()-Y"	-0.786312781716418
"477"	12	"SITTING"	"tBodyGyroJerk-std()-Z"	-0.71311417830597
"478"	12	"SITTING"	"tBodyAccMag-std()"	-0.509050737147015
"479"	12	"SITTING"	"tGravityAccMag-std()"	-0.509050737147015
"480"	12	"SITTING"	"tBodyAccJerkMag-std()"	-0.468462139639552
"481"	12	"SITTING"	"tBodyGyroMag-std()"	-0.641774640228657
"482"	12	"SITTING"	"tBodyGyroJerkMag-std()"	-0.742760839925373
"483"	12	"SITTING"	"fBodyAcc-std()-X"	-0.514152324191791
"484"	12	"SITTING"	"fBodyAcc-std()-Y"	-0.444910001659702
"485"	12	"SITTING"	"fBodyAcc-std()-Z"	-0.728469606492537
"486"	12	"SITTING"	"fBodyAccJerk-std()-X"	-0.505745022388806
"487"	12	"SITTING"	"fBodyAccJerk-std()-Y"	-0.447339284527239
"488"	12	"SITTING"	"fBodyAccJerk-std()-Z"	-0.825620583955224
"489"	12	"SITTING"	"fBodyGyro-std()-X"	-0.707831066395522
"490"	12	"SITTING"	"fBodyGyro-std()-Y"	-0.669622323059701
"491"	12	"SITTING"	"fBodyGyro-std()-Z"	-0.748431752686567
"492"	12	"SITTING"	"fBodyAccMag-std()"	-0.605529765076119
"493"	12	"SITTING"	"fBodyBodyAccJerkMag-std()"	-0.480918839647015
"494"	12	"SITTING"	"fBodyBodyGyroMag-std()"	-0.687480054074627
"495"	12	"SITTING"	"fBodyBodyGyroJerkMag-std()"	-0.753265165522388
"496"	12	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-X"	-0.638208440290323
"497"	12	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.608983265026882
"498"	12	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.682615496811828
"499"	12	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-X"	-0.96330852155914
"500"	12	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Y"	-0.959772033870968
"501"	12	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Z"	-0.93954763188172
"502"	12	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-X"	-0.650790264784946
"503"	12	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Y"	-0.664699691132473
"504"	12	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Z"	-0.777908761827957
"505"	12	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-X"	-0.764316840252151
"506"	12	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Y"	-0.774444433548387
"507"	12	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Z"	-0.650750149365591
"508"	12	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-X"	-0.772069692150538
"509"	12	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.829185586182796
"510"	12	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.775458577365591
"511"	12	"WALKING_DOWNSTAIRS"	"tBodyAccMag-std()"	-0.621456341182258
"512"	12	"WALKING_DOWNSTAIRS"	"tGravityAccMag-std()"	-0.621456341182258
"513"	12	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-std()"	-0.636898344297849
"514"	12	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-std()"	-0.715896647204301
"515"	12	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-std()"	-0.817815795430108
"516"	12	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-X"	-0.639348459586021
"517"	12	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Y"	-0.63100314140914
"518"	12	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Z"	-0.696665096612903
"519"	12	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-X"	-0.67299670577957
"520"	12	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Y"	-0.674141468072581
"521"	12	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Z"	-0.796308612258064
"522"	12	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-X"	-0.781057375053763
"523"	12	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Y"	-0.779444961236559
"524"	12	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Z"	-0.679272873655914
"525"	12	"WALKING_DOWNSTAIRS"	"fBodyAccMag-std()"	-0.682955169813979
"526"	12	"WALKING_DOWNSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.636955052134409
"527"	12	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroMag-std()"	-0.742461579639785
"528"	12	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.829129754193548
"529"	13	"SITTING"	"tBodyAcc-std()-X"	-0.624844460199083
"530"	13	"SITTING"	"tBodyAcc-std()-Y"	-0.448816097853364
"531"	13	"SITTING"	"tBodyAcc-std()-Z"	-0.587230562129052
"532"	13	"SITTING"	"tGravityAcc-std()-X"	-0.967268063455658
"533"	13	"SITTING"	"tGravityAcc-std()-Y"	-0.953540716850153
"534"	13	"SITTING"	"tGravityAcc-std()-Z"	-0.938727880275229
"535"	13	"SITTING"	"tBodyAccJerk-std()-X"	-0.638889532599083
"536"	13	"SITTING"	"tBodyAccJerk-std()-Y"	-0.569700547488012
"537"	13	"SITTING"	"tBodyAccJerk-std()-Z"	-0.728452966311927
"538"	13	"SITTING"	"tBodyGyro-std()-X"	-0.715109859672783
"539"	13	"SITTING"	"tBodyGyro-std()-Y"	-0.645728612088685
"540"	13	"SITTING"	"tBodyGyro-std()-Z"	-0.643337285033639
"541"	13	"SITTING"	"tBodyGyroJerk-std()-X"	-0.715772980189602
"542"	13	"SITTING"	"tBodyGyroJerk-std()-Y"	-0.718988591831804
"543"	13	"SITTING"	"tBodyGyroJerk-std()-Z"	-0.712716428498471
"544"	13	"SITTING"	"tBodyAccMag-std()"	-0.597230982062691
"545"	13	"SITTING"	"tGravityAccMag-std()"	-0.597230982062691
"546"	13	"SITTING"	"tBodyAccJerkMag-std()"	-0.610248540269939
"547"	13	"SITTING"	"tBodyGyroMag-std()"	-0.636364939544342
"548"	13	"SITTING"	"tBodyGyroJerkMag-std()"	-0.712056186747706
"549"	13	"SITTING"	"fBodyAcc-std()-X"	-0.620602036452599
"550"	13	"SITTING"	"fBodyAcc-std()-Y"	-0.462584458627829
"551"	13	"SITTING"	"fBodyAcc-std()-Z"	-0.599036895271407
"552"	13	"SITTING"	"fBodyAccJerk-std()-X"	-0.649606227431844
"553"	13	"SITTING"	"fBodyAccJerk-std()-Y"	-0.562129866937645
"554"	13	"SITTING"	"fBodyAccJerk-std()-Z"	-0.744823539571865
"555"	13	"SITTING"	"fBodyGyro-std()-X"	-0.734657989051988
"556"	13	"SITTING"	"fBodyGyro-std()-Y"	-0.650623558847401
"557"	13	"SITTING"	"fBodyGyro-std()-Z"	-0.685774481529052
"558"	13	"SITTING"	"fBodyAccMag-std()"	-0.665344858593272
"559"	13	"SITTING"	"fBodyBodyAccJerkMag-std()"	-0.617075473106453
"560"	13	"SITTING"	"fBodyBodyGyroMag-std()"	-0.691915161336391
"561"	13	"SITTING"	"fBodyBodyGyroJerkMag-std()"	-0.733183567759939
"562"	14	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-X"	-0.493875900753279
"563"	14	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.190356784144426
"564"	14	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.0829789883191393
"565"	14	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-X"	-0.933986522704918
"566"	14	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Y"	-0.934878446827869
"567"	14	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Z"	-0.903959498688525
"568"	14	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-X"	-0.530799952657623
"569"	14	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Y"	-0.459397679983197
"570"	14	"WALKING_DOWNSTAIRS"	"tBodyAccJerk-std()-Z"	-0.552000017954836
"571"	14	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-X"	-0.649305014086066
"572"	14	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Y"	-0.216650778374795
"573"	14	"WALKING_DOWNSTAIRS"	"tBodyGyro-std()-Z"	-0.16936650962377
"574"	14	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-X"	-0.723150613606557
"575"	14	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.60583333504918
"576"	14	"WALKING_DOWNSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.525451416913115
"577"	14	"WALKING_DOWNSTAIRS"	"tBodyAccMag-std()"	-0.321676687545492
"578"	14	"WALKING_DOWNSTAIRS"	"tGravityAccMag-std()"	-0.321676687545492
"579"	14	"WALKING_DOWNSTAIRS"	"tBodyAccJerkMag-std()"	-0.483221887802828
"580"	14	"WALKING_DOWNSTAIRS"	"tBodyGyroMag-std()"	-0.317377464295082
"581"	14	"WALKING_DOWNSTAIRS"	"tBodyGyroJerkMag-std()"	-0.645034678692623
"582"	14	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-X"	-0.491090578268648
"583"	14	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Y"	-0.194161740892213
"584"	14	"WALKING_DOWNSTAIRS"	"fBodyAcc-std()-Z"	-0.0598352898007787
"585"	14	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-X"	-0.556172286909426
"586"	14	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Y"	-0.479636522397131
"587"	14	"WALKING_DOWNSTAIRS"	"fBodyAccJerk-std()-Z"	-0.601003772988115
"588"	14	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-X"	-0.66393820870082
"589"	14	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Y"	-0.15091173901873
"590"	14	"WALKING_DOWNSTAIRS"	"fBodyGyro-std()-Z"	-0.225729073181148
"591"	14	"WALKING_DOWNSTAIRS"	"fBodyAccMag-std()"	-0.419458109257787
"592"	14	"WALKING_DOWNSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.501922233672951
"593"	14	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroMag-std()"	-0.377012934062787
"594"	14	"WALKING_DOWNSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.689381172221311
"595"	14	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.975494321518987
"596"	14	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.944189643417721
"597"	14	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.943891439113924
"598"	14	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.963666510379747
"599"	14	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.965538336582279
"600"	14	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.952893375063291
"601"	14	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.985306933037975
"602"	14	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.978904104303797
"603"	14	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.980713290253165
"604"	14	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.973762051772152
"605"	14	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.962039041139241
"606"	14	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.967101618101266
"607"	14	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.981309872025316
"608"	14	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.982321302658228
"609"	14	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.986841167088608
"610"	14	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.944706586962025
"611"	14	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.944706586962025
"612"	14	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.981714665063291
"613"	14	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.94746971556962
"614"	14	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.980252790253165
"615"	14	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.974837439746835
"616"	14	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.941020529113924
"617"	14	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.939615462658228
"618"	14	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.986653889746835
"619"	14	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.980582625189873
"620"	14	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.982966496835443
"621"	14	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.975138491898734
"622"	14	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.96026162278481
"623"	14	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.969622702911392
"624"	14	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.946119101012658
"625"	14	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.981486919873418
"626"	14	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.949080940126582
"627"	14	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.980403827721519
"628"	15	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-X"	-0.556541173089329
"629"	15	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.481679537956006
"630"	15	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.705706623868902
"631"	15	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-X"	-0.968733398628049
"632"	15	"WALKING_DOWNSTAIRS"	"tGravityAcc-std()-Y"	-0.956369493993902
